id,nhogar,miembro,comuna,dominio,edad,parentesco_jefe,situacion_conyugal,num_miembro_padre,num_miembro_madre,estado_ocupacional,cat_ocupacional,calidad_ingresos_lab,ingreso_total_lab,calidad_ingresos_no_lab,ingreso_total_no_lab,calidad_ingresos_totales,ingresos_totales,calidad_ingresos_familiares,ingresos_familiares,ingreso_per_capita_familiar,estado_educativo,sector_educativo,nivel_actual,nivel_max_educativo,años_escolaridad,lugar_nacimiento,afiliacion_salud,cantidad_hijos_nac_vivos,ingreso_total_lab_USD,ingreso_total_no_lab_USD,ingresos_totales_USD,ingresos_familiares_USD,ingreso_per_capita_familiar_USD,sexo_Mujer,sexo_Varon,hijos_nacidos_vivos_No,hijos_nacidos_vivos_Si,sist_de_salud_Sistema privado,sist_de_salud_Sistema público,ingresos_totales_USD_cat
4614,1,1,1,0,69,2,6,No corresponde,No corresponde,1,1,1,0,3,25000,3,25000,2,25000,25000,1,1,1,5,17,0,0,0,0.0,394.6329913180742,394.6329913180742,394.6329913180742,394.6329913180742,1,0,1,0,1,0,1
4615,1,1,6,0,69,2,1,No corresponde,No corresponde,2,0,2,55000,3,13000,2,68000,1,68000,68000,1,1,1,1,14,1,1,0,868.1925808997632,205.20915548539855,1073.4017363851617,1073.4017363851617,1073.4017363851617,0,1,1,0,1,0,2
4616,1,1,8,0,69,2,3,No corresponde,No corresponde,1,1,1,0,3,14000,3,14000,2,14000,14000,1,1,1,1,14,1,1,1,0.0,220.99447513812157,220.99447513812157,220.99447513812157,220.99447513812157,1,0,0,1,1,0,1
4617,1,1,14,0,69,2,6,No corresponde,No corresponde,1,1,1,0,2,14000,2,14000,1,14000,14000,1,1,1,5,17,0,1,4,0.0,220.99447513812157,220.99447513812157,220.99447513812157,220.99447513812157,1,0,0,1,1,0,1
4618,1,1,6,0,69,2,0,No corresponde,No corresponde,2,0,2,210000,1,0,2,210000,1,235000,117500,1,1,1,5,19,5,0,0,3314.917127071823,0.0,3314.917127071823,3709.550118389897,1854.7750591949489,0,1,1,0,1,0,0
4618,1,2,6,0,65,0,0,No corresponde,No corresponde,2,0,3,25000,1,0,3,25000,1,235000,117500,1,1,1,5,17,0,0,3,394.6329913180742,0.0,394.6329913180742,3709.550118389897,1854.7750591949489,1,0,0,1,1,0,1
4619,1,1,6,0,69,2,0,No corresponde,No corresponde,2,0,3,18000,3,64000,3,82000,2,161000,40250,1,1,1,5,19,0,1,0,284.1357537490134,1010.26045777427,1294.3962115232832,2541.4364640883978,635.3591160220994,0,1,1,0,1,0,2
4619,1,2,6,0,72,0,0,No corresponde,No corresponde,1,1,1,0,3,77000,3,77000,2,161000,40250,1,1,1,5,19,0,1,4,0.0,1215.4696132596684,1215.4696132596684,2541.4364640883978,635.3591160220994,1,0,0,1,1,0,2
4619,1,3,6,0,36,1,4,No corresponde,No corresponde,0,1,3,2000,1,0,3,2000,2,161000,40250,1,1,1,1,14,0,1,0,31.570639305445933,0.0,31.570639305445933,2541.4364640883978,635.3591160220994,0,1,1,0,1,0,3
4619,1,4,6,0,30,1,4,No corresponde,No corresponde,0,1,1,0,1,0,1,0,2,161000,40250,0,0,13,1,16,0,1,0,0.0,0.0,0.0,2541.4364640883978,635.3591160220994,0,1,1,0,1,0,4
4620,1,1,2,0,69,2,1,No corresponde,No corresponde,2,2,3,100000,3,25000,3,125000,2,125000,125000,1,1,1,5,18,0,2,0,1578.5319652722967,394.6329913180742,1973.1649565903708,1973.1649565903708,1973.1649565903708,0,1,1,0,1,0,0
4621,1,1,2,0,69,2,0,No corresponde,No corresponde,2,4,3,70000,3,30000,3,100000,2,260000,130000,1,1,1,5,19,4,1,0,1104.9723756906078,473.559589581689,1578.5319652722967,4104.183109707971,2052.0915548539856,0,1,1,0,1,0,2
4621,1,2,2,0,71,0,0,No corresponde,No corresponde,2,4,3,100000,3,60000,3,160000,2,260000,130000,1,1,1,5,19,0,1,0,1578.5319652722967,947.119179163378,2525.6511444356747,4104.183109707971,2052.0915548539856,1,0,1,0,1,0,0
4622,1,1,5,0,69,2,6,No corresponde,No corresponde,2,0,3,33000,3,18000,3,51000,2,51000,51000,1,1,1,5,19,1,1,2,520.9155485398579,284.1357537490134,805.0513022888713,805.0513022888713,805.0513022888713,1,0,0,1,1,0,2
4623,1,1,14,0,69,2,1,No corresponde,No corresponde,2,2,3,265000,3,218000,3,483000,2,483000,483000,1,1,1,5,19,0,2,3,4183.109707971586,3441.199684293607,7624.309392265193,7624.309392265193,7624.309392265193,1,0,0,1,1,0,0
4624,1,1,2,0,69,2,4,No corresponde,No corresponde,2,4,3,400000,3,34000,3,434000,2,434000,434000,1,1,1,5,19,1,2,0,6314.127861089187,536.7008681925809,6850.828729281768,6850.828729281768,6850.828729281768,0,1,1,0,1,0,0
4625,1,1,1,0,69,2,0,No corresponde,No corresponde,2,4,2,45000,2,116000,2,161000,1,229000,76333,1,1,1,5,19,0,2,0,710.3393843725336,1831.0970797158643,2541.4364640883978,3614.83820047356,1204.9408050513025,0,1,1,0,1,0,0
4625,1,2,1,0,56,0,0,No corresponde,No corresponde,1,1,1,0,2,38000,2,38000,1,229000,76333,1,1,1,5,15,1,2,1,0.0,599.8421468034727,599.8421468034727,3614.83820047356,1204.9408050513025,1,0,0,1,1,0,2
4625,1,3,1,0,21,1,4,1,2,2,0,2,30000,1,0,2,30000,1,229000,76333,0,3,13,1,14,0,2,0,473.559589581689,0.0,473.559589581689,3614.83820047356,1204.9408050513025,1,0,1,0,1,0,2
4626,1,1,10,0,69,2,3,No corresponde,No corresponde,1,1,1,0,3,61000,3,61000,2,93000,46500,1,1,1,5,19,0,0,0,0.0,962.904498816101,962.904498816101,1468.034727703236,734.017363851618,1,0,1,0,1,0,2
4626,1,2,10,0,32,4,4,No corresponde,No corresponde,2,0,3,32000,1,0,3,32000,2,93000,46500,1,1,1,5,15,0,3,0,505.1302288871349,0.0,505.1302288871349,1468.034727703236,734.017363851618,1,0,1,0,1,0,2
4627,1,1,1,0,69,2,0,No corresponde,No corresponde,1,1,1,0,3,250000,3,250000,2,500000,250000,1,1,1,5,19,0,1,2,0.0,3946.3299131807416,3946.3299131807416,7892.659826361483,3946.3299131807416,1,0,0,1,1,0,0
4627,1,2,1,0,69,0,0,No corresponde,No corresponde,1,1,1,0,3,250000,3,250000,2,500000,250000,1,1,1,5,19,0,1,0,0.0,3946.3299131807416,3946.3299131807416,7892.659826361483,3946.3299131807416,0,1,1,0,1,0,0
4628,1,1,13,0,69,2,0,No corresponde,No corresponde,1,1,1,0,3,110000,3,110000,2,122000,61000,1,1,1,5,19,0,1,0,0.0,1736.3851617995265,1736.3851617995265,1925.808997632202,962.904498816101,0,1,1,0,1,0,0
4628,1,2,13,0,60,0,0,No corresponde,No corresponde,1,1,1,0,3,12000,3,12000,2,122000,61000,1,1,1,5,19,0,1,4,0.0,189.4238358326756,189.4238358326756,1925.808997632202,962.904498816101,1,0,0,1,1,0,3
4629,1,1,4,1,69,2,6,No corresponde,No corresponde,2,0,3,11400,3,11500,3,22900,2,22900,22900,1,1,1,4,2,1,1,7,179.95264404104182,181.53117600631413,361.483820047356,361.483820047356,361.483820047356,1,0,0,1,1,0,1
4630,1,1,8,0,70,2,6,No corresponde,No corresponde,1,1,1,0,3,25000,3,25000,2,25000,25000,1,1,1,2,7,0,1,3,0.0,394.6329913180742,394.6329913180742,394.6329913180742,394.6329913180742,1,0,0,1,1,0,1
4631,1,1,8,1,70,2,0,No corresponde,No corresponde,1,1,1,0,3,7000,3,7000,2,7000,7000,1,1,1,4,3,4,4,0,0.0,110.49723756906076,110.49723756906076,110.49723756906076,110.49723756906076,0,1,1,0,0,1,3
4632,1,1,9,0,70,2,6,No corresponde,No corresponde,1,1,1,0,3,22000,3,22000,2,52000,26000,1,1,1,2,7,1,1,2,0.0,347.27703235990526,347.27703235990526,820.8366219415943,410.4183109707972,1,0,0,1,1,0,1
4632,1,2,9,0,29,1,4,No corresponde,No corresponde,2,0,3,30000,1,0,3,30000,2,52000,26000,1,1,1,1,15,0,3,0,473.559589581689,0.0,473.559589581689,820.8366219415943,410.4183109707972,1,0,1,0,1,0,2
4633,1,1,4,1,70,2,6,No corresponde,No corresponde,1,1,1,0,3,8500,3,8500,2,14500,7250,1,1,1,2,7,4,4,7,0.0,134.1752170481452,134.1752170481452,228.88713496448304,114.44356748224152,1,0,0,1,0,1,3
4633,1,2,4,1,32,1,4,No corresponde,No corresponde,0,1,1,0,3,6000,3,6000,2,14500,7250,1,1,1,3,12,4,4,0,0.0,94.7119179163378,94.7119179163378,228.88713496448304,114.44356748224152,0,1,1,0,0,1,3
4634,1,1,11,0,70,2,6,No corresponde,No corresponde,1,1,1,0,3,17000,3,17000,2,17000,17000,1,1,1,2,7,1,1,2,0.0,268.3504340962904,268.3504340962904,268.3504340962904,268.3504340962904,1,0,0,1,1,0,1
4635,1,1,6,0,70,2,0,No corresponde,No corresponde,2,2,1,0,3,12937,3,12937,2,25874,12937,1,1,1,2,7,0,2,0,0.0,204.21468034727704,204.21468034727704,408.4293606945541,204.21468034727704,0,1,1,0,1,0,1
4635,1,2,6,0,67,0,0,No corresponde,No corresponde,2,2,1,0,3,12937,3,12937,2,25874,12937,1,1,1,0,10,0,0,3,0.0,204.21468034727704,204.21468034727704,408.4293606945541,204.21468034727704,1,0,0,1,1,0,1
4636,1,1,10,0,70,2,6,No corresponde,No corresponde,2,0,2,6000,3,11000,2,17000,1,56200,7025,1,1,1,2,7,1,4,4,94.7119179163378,173.63851617995263,268.3504340962904,887.1349644830308,110.89187056037883,1,0,0,1,0,1,1
4636,1,2,10,0,29,1,3,No corresponde,No corresponde,2,0,3,13000,1,0,3,13000,1,56200,7025,1,1,1,0,11,0,4,1,205.20915548539855,0.0,205.20915548539855,887.1349644830308,110.89187056037883,1,0,0,1,0,1,1
4636,1,3,10,0,31,1,3,No corresponde,No corresponde,2,4,3,15000,1,0,3,15000,1,56200,7025,1,1,1,1,13,0,4,1,236.7797947908445,0.0,236.7797947908445,887.1349644830308,110.89187056037883,1,0,0,1,0,1,1
4636,1,4,10,0,9,3,2,Padre no vive en el hogar,3,1,1,0,0,0,0,0,0,1,56200,7025,0,3,5,4,2,0,4,0,0.0,0.0,0.0,887.1349644830308,110.89187056037883,0,1,1,0,0,1,4
4636,1,5,10,0,4,3,2,Padre no vive en el hogar,2,1,1,0,0,0,0,0,0,1,56200,7025,0,0,7,6,0,0,4,0,0.0,0.0,0.0,887.1349644830308,110.89187056037883,1,0,1,0,0,1,4
4636,1,6,10,0,36,1,4,No corresponde,No corresponde,2,0,2,8000,3,3200,2,11200,1,56200,7025,1,1,1,5,15,0,4,2,126.28255722178372,50.51302288871349,176.79558011049724,887.1349644830308,110.89187056037883,1,0,0,1,0,1,3
4636,1,7,10,0,6,3,2,Padre no vive en el hogar,6,1,1,0,0,0,0,0,0,1,56200,7025,0,0,9,6,0,0,4,0,0.0,0.0,0.0,887.1349644830308,110.89187056037883,1,0,1,0,0,1,4
4636,1,8,10,0,3,3,2,Padre no vive en el hogar,6,1,1,0,0,0,0,0,0,1,56200,7025,0,0,0,6,0,0,4,0,0.0,0.0,0.0,887.1349644830308,110.89187056037883,0,1,1,0,0,1,4
4637,1,1,3,0,70,2,0,No corresponde,No corresponde,1,1,1,0,3,12600,3,12600,2,52600,26300,1,1,1,2,7,1,0,0,0.0,198.8950276243094,198.8950276243094,830.307813733228,415.153906866614,0,1,1,0,1,0,1
4637,1,2,3,0,69,0,0,No corresponde,No corresponde,1,1,1,0,3,40000,3,40000,2,52600,26300,1,1,1,5,17,0,0,0,0.0,631.4127861089187,631.4127861089187,830.307813733228,415.153906866614,1,0,1,0,1,0,2
4638,1,1,9,0,70,2,3,No corresponde,No corresponde,2,4,3,8000,3,22000,3,30000,2,30000,15000,1,1,1,2,7,0,1,0,126.28255722178372,347.27703235990526,473.559589581689,473.559589581689,236.7797947908445,0,1,1,0,1,0,2
4638,1,2,9,0,35,1,4,No corresponde,No corresponde,1,1,1,0,1,0,1,0,2,30000,15000,2,1,1,6,0,0,1,0,0.0,0.0,0.0,473.559589581689,236.7797947908445,0,1,1,0,1,0,4
4639,1,1,8,0,70,2,0,No corresponde,No corresponde,1,1,1,0,3,12900,3,12900,2,44900,8980,1,1,1,2,7,2,1,2,0.0,203.63062352012628,203.63062352012628,708.7608524072613,141.75217048145225,1,0,0,1,1,0,1
4639,1,2,8,0,77,0,0,No corresponde,No corresponde,1,1,3,4000,3,21000,3,25000,2,44900,8980,1,1,1,2,7,0,1,0,63.14127861089187,331.4917127071824,394.6329913180742,708.7608524072613,141.75217048145225,0,1,1,0,1,0,1
4639,1,3,8,0,42,1,6,No corresponde,No corresponde,2,0,3,4000,3,3000,3,7000,2,44900,8980,1,1,1,1,14,0,4,2,63.14127861089187,47.355958958168905,110.49723756906076,708.7608524072613,141.75217048145225,1,0,0,1,0,1,3
4639,1,4,8,0,13,3,2,Padre no vive en el hogar,3,1,1,1,0,1,0,1,0,2,44900,8980,0,3,11,0,7,0,4,0,0.0,0.0,0.0,708.7608524072613,141.75217048145225,0,1,1,0,0,1,4
4639,1,5,8,0,8,3,2,Padre no vive en el hogar,3,1,1,0,0,0,0,0,0,2,44900,8980,0,3,5,4,1,0,4,0,0.0,0.0,0.0,708.7608524072613,141.75217048145225,0,1,1,0,0,1,4
4640,1,1,13,0,70,2,4,No corresponde,No corresponde,2,4,3,7000,3,14200,3,21200,2,21200,21200,1,1,1,2,7,1,0,0,110.49723756906076,224.15153906866607,334.6487766377269,334.6487766377269,334.6487766377269,1,0,1,0,1,0,1
4641,1,1,5,0,70,2,0,No corresponde,No corresponde,1,1,1,0,3,12000,3,12000,2,24000,12000,1,1,1,2,7,1,1,1,0.0,189.4238358326756,189.4238358326756,378.8476716653512,189.4238358326756,1,0,0,1,1,0,3
4641,1,2,5,0,77,0,0,No corresponde,No corresponde,1,1,1,0,3,12000,3,12000,2,24000,12000,1,1,1,2,7,1,1,0,0.0,189.4238358326756,189.4238358326756,378.8476716653512,189.4238358326756,0,1,1,0,1,0,3
4642,1,1,2,0,70,2,1,No corresponde,No corresponde,0,1,1,0,3,12000,3,12000,2,12000,12000,1,1,1,2,7,1,1,0,0.0,189.4238358326756,189.4238358326756,189.4238358326756,189.4238358326756,0,1,1,0,1,0,3
4643,1,1,9,0,70,2,0,No corresponde,No corresponde,1,1,1,0,3,13000,3,13000,2,26000,13000,1,1,1,2,7,0,0,0,0.0,205.20915548539855,205.20915548539855,410.4183109707972,205.20915548539855,0,1,1,0,1,0,1
4643,1,2,9,0,69,0,0,No corresponde,No corresponde,1,1,1,0,3,13000,3,13000,2,26000,13000,1,1,1,2,7,0,0,3,0.0,205.20915548539855,205.20915548539855,410.4183109707972,205.20915548539855,1,0,0,1,1,0,1
4644,1,1,9,0,70,2,6,No corresponde,No corresponde,1,1,1,0,3,22000,3,22000,2,22000,22000,1,1,1,4,2,1,1,4,0.0,347.27703235990526,347.27703235990526,347.27703235990526,347.27703235990526,1,0,0,1,1,0,1
4645,1,1,1,1,70,2,0,No corresponde,No corresponde,2,4,3,10000,3,10800,3,20800,2,30800,10267,1,1,1,4,1,1,1,0,157.85319652722967,170.48145224940805,328.3346487766377,486.1878453038674,162.0678768745067,0,1,1,0,1,0,1
4645,1,2,1,1,64,0,0,No corresponde,No corresponde,2,4,3,10000,1,0,3,10000,2,30800,10267,1,1,1,4,4,4,4,11,157.85319652722967,0.0,157.85319652722967,486.1878453038674,162.0678768745067,1,0,0,1,0,1,3
4645,1,3,1,1,13,3,2,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,30800,10267,0,2,11,0,7,6,4,0,0.0,0.0,0.0,486.1878453038674,162.0678768745067,0,1,1,0,0,1,4
4646,1,1,8,0,70,2,6,No corresponde,No corresponde,1,1,1,0,3,17800,3,17800,2,34300,11433,1,1,1,2,7,0,1,0,0.0,280.9786898184688,280.9786898184688,541.4364640883978,180.4735595895817,1,0,1,0,1,0,1
4646,1,2,8,0,39,1,4,No corresponde,No corresponde,1,1,1,0,3,3600,3,3600,2,34300,11433,0,0,2,1,14,0,1,0,0.0,56.82715074980268,56.82715074980268,541.4364640883978,180.4735595895817,1,0,1,0,1,0,3
4646,1,3,8,0,81,4,4,No corresponde,No corresponde,1,1,1,0,3,12900,3,12900,2,34300,11433,1,1,1,2,7,0,1,0,0.0,203.63062352012628,203.63062352012628,541.4364640883978,180.4735595895817,1,0,1,0,1,0,1
4647,1,1,11,0,70,2,0,No corresponde,No corresponde,1,1,1,0,2,30000,2,30000,1,76000,19000,1,1,1,4,2,1,1,0,0.0,473.559589581689,473.559589581689,1199.6842936069454,299.92107340173635,0,1,1,0,1,0,2
4647,1,2,11,0,70,0,0,No corresponde,No corresponde,1,1,1,0,2,11000,2,11000,1,76000,19000,1,1,1,4,2,1,1,2,0.0,173.63851617995263,173.63851617995263,1199.6842936069454,299.92107340173635,1,0,0,1,1,0,3
4647,1,3,11,0,35,1,3,No corresponde,No corresponde,2,0,2,35000,1,0,2,35000,1,76000,19000,1,1,1,5,17,0,3,1,552.4861878453039,0.0,552.4861878453039,1199.6842936069454,299.92107340173635,1,0,0,1,1,0,2
4647,1,4,11,0,5,3,2,Padre no vive en el hogar,3,1,1,0,0,0,0,0,0,1,76000,19000,0,0,8,6,0,0,3,0,0.0,0.0,0.0,1199.6842936069454,299.92107340173635,1,0,1,0,1,0,4
4648,1,1,1,1,70,2,3,No corresponde,No corresponde,1,1,1,0,3,12000,3,12000,2,12000,12000,1,1,1,4,3,1,1,0,0.0,189.4238358326756,189.4238358326756,189.4238358326756,189.4238358326756,0,1,1,0,1,0,3
4649,1,1,15,0,70,2,0,No corresponde,No corresponde,2,0,3,20000,1,0,3,20000,2,147000,49000,1,1,1,3,12,0,1,0,315.70639305445934,0.0,315.70639305445934,2320.441988950276,773.4806629834254,0,1,1,0,1,0,1
4649,1,2,15,0,67,0,0,No corresponde,No corresponde,2,4,3,77000,3,20000,3,97000,2,147000,49000,1,1,1,5,19,4,1,2,1215.4696132596684,315.70639305445934,1531.1760063141278,2320.441988950276,773.4806629834254,1,0,0,1,1,0,2
4649,1,3,15,0,32,1,4,No corresponde,No corresponde,2,0,3,30000,1,0,3,30000,2,147000,49000,0,2,12,1,14,0,0,0,473.559589581689,0.0,473.559589581689,2320.441988950276,773.4806629834254,0,1,1,0,1,0,2
4650,1,1,7,0,70,2,0,No corresponde,No corresponde,1,1,1,0,3,26000,3,26000,2,51000,25500,1,1,1,3,12,0,1,2,0.0,410.4183109707972,410.4183109707972,805.0513022888713,402.5256511444357,1,0,0,1,1,0,1
4650,1,2,7,0,69,0,0,No corresponde,No corresponde,1,1,1,0,3,25000,3,25000,2,51000,25500,1,1,1,0,8,0,1,0,0.0,394.6329913180742,394.6329913180742,805.0513022888713,402.5256511444357,0,1,1,0,1,0,1
4651,1,1,10,0,70,2,0,No corresponde,No corresponde,1,1,1,0,2,8000,2,8000,1,20900,10450,1,1,1,3,12,6,0,0,0.0,126.28255722178372,126.28255722178372,329.91318074191,164.956590370955,0,1,1,0,1,0,3
4651,1,2,10,0,69,0,0,No corresponde,No corresponde,1,1,1,0,2,12900,2,12900,1,20900,10450,1,1,1,0,10,0,0,0,0.0,203.63062352012628,203.63062352012628,329.91318074191,164.956590370955,1,0,1,0,1,0,1
4652,1,1,9,0,70,2,0,No corresponde,No corresponde,2,0,2,10000,2,14500,2,24500,1,147500,36875,1,1,1,0,10,0,1,2,157.85319652722967,228.88713496448304,386.7403314917127,2328.3346487766376,582.0836621941594,1,0,0,1,1,0,1
4652,1,2,9,0,71,0,0,No corresponde,No corresponde,1,1,1,0,3,13000,3,13000,1,147500,36875,1,1,1,0,11,0,1,0,0.0,205.20915548539855,205.20915548539855,2328.3346487766376,582.0836621941594,0,1,1,0,1,0,1
4652,1,3,9,0,43,1,3,No corresponde,No corresponde,2,0,2,110000,1,0,2,110000,1,147500,36875,1,1,1,5,17,0,1,0,1736.3851617995265,0.0,1736.3851617995265,2328.3346487766376,582.0836621941594,0,1,1,0,1,0,0
4652,1,4,9,0,9,3,2,3,Madre no vive en el hogar,1,1,0,0,0,0,0,0,1,147500,36875,0,0,5,4,3,0,1,0,0.0,0.0,0.0,2328.3346487766376,582.0836621941594,0,1,1,0,1,0,4
4653,1,1,10,0,70,2,0,No corresponde,No corresponde,1,1,1,0,3,23000,3,23000,2,35000,17500,1,1,1,0,10,0,1,0,0.0,363.06235201262825,363.06235201262825,552.4861878453039,276.24309392265195,0,1,1,0,1,0,1
4653,1,2,10,0,74,0,0,No corresponde,No corresponde,1,1,1,0,3,12000,3,12000,2,35000,17500,1,1,1,3,12,0,1,2,0.0,189.4238358326756,189.4238358326756,552.4861878453039,276.24309392265195,1,0,0,1,1,0,3
4654,1,1,7,0,70,2,6,No corresponde,No corresponde,0,1,1,0,3,25000,3,25000,2,25000,25000,1,1,1,0,10,1,1,2,0.0,394.6329913180742,394.6329913180742,394.6329913180742,394.6329913180742,1,0,0,1,1,0,1
4655,1,1,4,0,70,2,3,No corresponde,No corresponde,1,1,1,0,3,24000,3,24000,2,24000,24000,1,1,1,0,11,0,1,4,0.0,378.8476716653512,378.8476716653512,378.8476716653512,378.8476716653512,1,0,0,1,1,0,1
4656,1,1,11,0,70,2,6,No corresponde,No corresponde,1,1,1,0,3,22000,3,22000,2,22000,22000,1,1,1,0,10,5,1,3,0.0,347.27703235990526,347.27703235990526,347.27703235990526,347.27703235990526,1,0,0,1,1,0,1
4657,1,1,1,0,70,2,6,No corresponde,No corresponde,1,1,1,0,3,26800,3,26800,2,26800,26800,1,1,1,0,9,2,1,2,0.0,423.0465666929756,423.0465666929756,423.0465666929756,423.0465666929756,1,0,0,1,1,0,1
4658,1,1,13,0,70,2,4,No corresponde,No corresponde,1,1,1,0,3,68000,3,68000,2,68000,68000,1,1,1,3,12,0,0,0,0.0,1073.4017363851617,1073.4017363851617,1073.4017363851617,1073.4017363851617,1,0,1,0,1,0,2
4659,1,1,10,0,70,2,5,No corresponde,No corresponde,1,1,1,0,3,12424,3,12424,2,62424,31212,1,1,1,0,9,0,1,0,0.0,196.11681136543012,196.11681136543012,985.3827940015784,492.69139700078927,0,1,1,0,1,0,1
4659,1,2,10,0,67,0,5,No corresponde,No corresponde,1,1,3,30000,3,20000,3,50000,2,62424,31212,1,1,1,5,17,0,1,0,473.559589581689,315.70639305445934,789.2659826361484,985.3827940015784,492.69139700078927,1,0,1,0,1,0,2
4660,1,1,11,0,70,2,4,No corresponde,No corresponde,2,0,3,12000,3,11500,3,23500,2,23500,23500,1,1,1,0,9,0,1,0,189.4238358326756,181.53117600631413,370.9550118389897,370.9550118389897,370.9550118389897,0,1,1,0,1,0,1
4661,1,1,4,0,70,2,0,No corresponde,No corresponde,1,1,1,0,2,21000,2,21000,1,46000,23000,1,1,1,3,12,0,1,0,0.0,331.4917127071824,331.4917127071824,726.1247040252565,363.06235201262825,0,1,1,0,1,0,1
4661,1,2,4,0,65,0,0,No corresponde,No corresponde,1,1,1,0,2,25000,2,25000,1,46000,23000,1,1,1,4,3,0,1,1,0.0,394.6329913180742,394.6329913180742,726.1247040252565,363.06235201262825,1,0,0,1,1,0,1
4662,1,1,8,0,70,2,1,No corresponde,No corresponde,1,1,1,0,3,40000,3,40000,2,90000,45000,1,1,1,3,12,0,1,1,0.0,631.4127861089187,631.4127861089187,1420.6787687450671,710.3393843725336,1,0,0,1,1,0,2
4662,1,2,8,0,29,3,4,No corresponde,No corresponde,2,0,3,50000,1,0,3,50000,2,90000,45000,0,0,13,1,15,0,3,0,789.2659826361484,0.0,789.2659826361484,1420.6787687450671,710.3393843725336,0,1,1,0,1,0,2
4663,1,1,4,0,70,2,6,No corresponde,No corresponde,1,1,1,0,3,15000,3,15000,2,15000,15000,1,1,1,3,12,0,1,6,0.0,236.7797947908445,236.7797947908445,236.7797947908445,236.7797947908445,1,0,0,1,1,0,1
4664,1,1,3,0,70,2,4,No corresponde,No corresponde,2,0,3,3400,3,17100,3,20500,2,20500,20500,1,1,1,0,10,0,1,1,53.67008681925809,269.92896606156273,323.5990528808208,323.5990528808208,323.5990528808208,1,0,0,1,1,0,1
4665,1,1,4,1,70,2,6,No corresponde,No corresponde,1,1,1,0,3,11000,3,11000,2,11000,11000,1,1,1,0,8,4,1,4,0.0,173.63851617995263,173.63851617995263,173.63851617995263,173.63851617995263,1,0,0,1,1,0,3
4666,1,1,8,0,70,2,3,No corresponde,No corresponde,1,1,1,0,3,15000,3,15000,2,75000,37500,1,1,1,3,12,1,1,2,0.0,236.7797947908445,236.7797947908445,1183.8989739542226,591.9494869771113,1,0,0,1,1,0,1
4666,1,2,8,0,34,1,3,No corresponde,No corresponde,2,0,3,60000,1,0,3,60000,2,75000,37500,1,1,1,1,13,0,1,0,947.119179163378,0.0,947.119179163378,1183.8989739542226,591.9494869771113,0,1,1,0,1,0,2
4667,1,1,8,0,70,2,3,No corresponde,No corresponde,1,1,1,0,3,60000,3,60000,2,60000,60000,1,1,1,0,9,2,0,0,0.0,947.119179163378,947.119179163378,947.119179163378,947.119179163378,0,1,1,0,1,0,2
4668,1,1,7,0,70,2,1,No corresponde,No corresponde,1,1,1,0,2,17700,2,17700,1,17700,17700,1,1,1,0,10,0,3,1,0.0,279.4001578531965,279.4001578531965,279.4001578531965,279.4001578531965,1,0,0,1,1,0,1
4669,1,1,5,0,70,2,0,No corresponde,No corresponde,1,1,1,0,2,30000,2,30000,1,48500,24250,1,1,1,0,11,0,1,0,0.0,473.559589581689,473.559589581689,765.5880031570639,382.794001578532,0,1,1,0,1,0,2
4669,1,2,5,0,67,0,0,No corresponde,No corresponde,2,4,2,6000,2,12500,2,18500,1,48500,24250,1,1,1,3,12,0,1,2,94.7119179163378,197.3164956590371,292.0284135753749,765.5880031570639,382.794001578532,1,0,0,1,1,0,1
4670,1,1,15,1,70,2,5,No corresponde,No corresponde,2,4,3,6000,3,8000,3,14000,1,39000,7800,1,1,1,0,10,5,4,3,94.7119179163378,126.28255722178372,220.99447513812157,615.6274664561957,123.12549329123914,1,0,0,1,0,1,1
4670,1,2,15,1,60,0,5,No corresponde,No corresponde,2,0,2,16000,1,0,2,16000,1,39000,7800,1,1,1,1,14,5,4,0,252.56511444356747,0.0,252.56511444356747,615.6274664561957,123.12549329123914,0,1,1,0,0,1,1
4670,1,3,15,1,15,3,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,9000,3,9000,1,39000,7800,0,0,11,0,9,0,4,0,0.0,142.0678768745067,142.0678768745067,615.6274664561957,123.12549329123914,1,0,1,0,0,1,3
4670,1,4,15,1,14,3,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,1,0,1,0,1,39000,7800,0,0,11,0,8,0,4,0,0.0,0.0,0.0,615.6274664561957,123.12549329123914,0,1,1,0,0,1,4
4670,1,5,15,1,7,3,2,Padre no vive en el hogar,Madre no vive en el hogar,1,1,0,0,0,0,0,0,1,39000,7800,0,0,5,4,1,0,4,0,0.0,0.0,0.0,615.6274664561957,123.12549329123914,0,1,1,0,0,1,4
4671,1,1,8,0,70,2,0,No corresponde,No corresponde,2,4,2,2500,3,12500,2,15000,1,110200,22040,1,1,1,3,12,0,1,0,39.46329913180742,197.3164956590371,236.7797947908445,1739.542225730071,347.9084451460142,0,1,1,0,1,0,1
4671,1,2,8,0,67,0,0,No corresponde,No corresponde,1,1,1,0,3,11200,3,11200,1,110200,22040,1,1,1,3,12,6,1,3,0.0,176.79558011049724,176.79558011049724,1739.542225730071,347.9084451460142,1,0,0,1,1,0,3
